,PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Embarked_num,Sex_num,Fare
0,0.0,0.0,1.0,0.2711736617240512,0.125,0.0,0.014151057562208049,2,2,7.25
1,0.0011235955056179776,1.0,0.0,0.4722292033174164,0.125,0.0,0.13913573538264068,3,3,71.2833
2,0.002247191011235955,1.0,1.0,0.32143754712239253,0.0,0.0,0.015468569817999833,2,3,7.925
3,0.0033707865168539327,1.0,0.0,0.4345312892686604,0.125,0.0,0.10364429745562033,2,3,53.1
4,0.0044943820224719105,0.0,1.0,0.4345312892686604,0.0,0.0,0.015712553569072387,2,2,8.05
5,0.0056179775280898875,0.0,1.0,0.34656948982156316,0.0,0.0,0.01650950209357577,4,2,8.4583
6,0.006741573033707865,0.0,0.0,0.6732847449107816,0.0,0.0,0.10122885832000206,2,2,51.8625
7,0.007865168539325843,0.0,1.0,0.01985423473234481,0.375,0.16666666666666666,0.04113566043083236,2,2,21.075
8,0.008988764044943821,1.0,1.0,0.33400351847197784,0.0,0.3333333333333333,0.021730754366528396,2,3,11.1333
9,0.010112359550561799,1.0,0.5,0.17064589092736868,0.125,0.0,0.058694292654020104,3,3,30.0708
10,0.011235955056179777,1.0,1.0,0.04498617743151546,0.125,0.16666666666666666,0.03259622914329302,2,3,16.7
11,0.012359550561797753,1.0,0.0,0.723548630309123,0.0,0.0,0.051822148727810165,2,3,26.55
12,0.01348314606741573,0.0,1.0,0.24604171902488062,0.0,0.0,0.015712553569072387,2,2,8.05
13,0.014606741573033709,0.0,1.0,0.4847951746670017,0.125,0.8333333333333333,0.06104473451835265,2,2,31.275
14,0.01573033707865169,0.0,1.0,0.17064589092736868,0.0,0.0,0.015330377421392339,2,3,7.8542
15,0.016853932584269666,1.0,0.5,0.685850716260367,0.0,0.0,0.03122992013728673,2,3,16.0
16,0.017977528089887642,0.0,1.0,0.01985423473234481,0.5,0.16666666666666666,0.05684821399990475,4,2,29.125
17,0.01910112359550562,1.0,0.5,0.34656948982156316,0.0,0.0,0.025374310111545468,2,2,13.0
18,0.020224719101123598,0.0,1.0,0.38426740387031916,0.125,0.0,0.03513366015444757,2,3,18.0
19,0.021348314606741577,1.0,1.0,0.34656948982156316,0.0,0.0,0.014102260811993537,3,3,7.225
20,0.022471910112359553,0.0,0.5,0.4345312892686604,0.0,0.0,0.050748620223090936,2,2,26.0
21,0.023595505617977533,1.0,0.5,0.4219653179190751,0.0,0.0,0.025374310111545468,2,2,13.0
22,0.02471910112359551,1.0,1.0,0.18321186227695402,0.0,0.0,0.015671954672893913,4,3,8.0292
23,0.025842696629213485,1.0,0.0,0.34656948982156316,0.0,0.0,0.06929138530460494,2,2,35.5
24,0.026966292134831465,0.0,1.0,0.09525006282985675,0.375,0.16666666666666666,0.04113566043083236,2,3,21.075
25,0.02808988764044944,1.0,1.0,0.4722292033174164,0.125,0.8333333333333333,0.06126431989431795,2,3,31.3875
26,0.02921348314606742,0.0,1.0,0.34656948982156316,0.0,0.0,0.014102260811993537,3,2,7.225
27,0.030337078651685397,0.0,0.0,0.2334757476752953,0.375,0.3333333333333333,0.5133418122566507,2,2,263.0
28,0.03146067415730337,1.0,1.0,0.34656948982156316,0.0,0.0,0.01537917417160685,4,3,7.8792
29,0.032584269662921356,0.0,1.0,0.34656948982156316,0.0,0.0,0.015411575213749286,2,2,7.8958
30,0.03370786516853933,0.0,0.0,0.49736114601658704,0.0,0.0,0.05410739813385612,3,2,27.7208
31,0.03483146067415731,1.0,0.0,0.34656948982156316,0.125,0.0,0.2859895551532101,3,3,146.5208
32,0.035955056179775284,1.0,1.0,0.34656948982156316,0.0,0.0,0.015126992566498259,4,3,7.75
33,0.03707865168539326,0.0,0.5,0.8240764011058055,0.0,0.0,0.020494635090094415,2,2,10.5
34,0.03820224719101124,0.0,0.0,0.34656948982156316,0.125,0.0,0.16038672010106003,3,2,82.1708
35,0.03932584269662922,0.0,0.0,0.5224930887157577,0.125,0.0,0.10149724044618187,2,2,52.0
36,0.040449438202247195,1.0,1.0,0.34656948982156316,0.0,0.0,0.014110458666029575,3,2,7.2292
37,0.04157303370786517,0.0,1.0,0.2586076903744659,0.0,0.0,0.015712553569072387,2,2,8.05
38,0.042696629213483155,0.0,1.0,0.22090977632571,0.25,0.0,0.03513366015444757,2,3,18.0
39,0.04382022471910113,1.0,1.0,0.17064589092736868,0.125,0.0,0.021942337075458514,3,3,11.2417
40,0.04494382022471911,0.0,1.0,0.49736114601658704,0.125,0.0,0.018493968331299484,2,3,9.475
41,0.04606741573033708,0.0,0.5,0.33400351847197784,0.125,0.0,0.04098927018018883,2,3,21.0
42,0.04719101123595506,0.0,1.0,0.34656948982156316,0.0,0.0,0.015411575213749286,3,2,7.8958
43,0.04831460674157304,1.0,0.5,0.032420206081930136,0.125,0.3333333333333333,0.08115719346076702,3,3,41.5792
44,0.04943820224719102,1.0,1.0,0.2334757476752953,0.0,0.0,0.01537917417160685,4,3,7.8792
45,0.050561797752808994,0.0,1.0,0.34656948982156316,0.0,0.0,0.015712553569072387,2,2,8.05
46,0.05168539325842697,0.0,1.0,0.34656948982156316,0.125,0.0,0.030253985132996517,4,2,15.5
47,0.052808988764044947,1.0,1.0,0.34656948982156316,0.0,0.0,0.015126992566498259,4,3,7.75
48,0.05393258426966293,0.0,1.0,0.34656948982156316,0.25,0.0,0.04231498029001666,3,2,21.6792
49,0.055056179775280906,0.0,1.0,0.22090977632571,0.125,0.0,0.034743286152731485,2,3,17.8
50,0.05617977528089888,0.0,1.0,0.08268409148027142,0.5,0.16666666666666666,0.07746484096553544,2,2,39.6875
51,0.05730337078651686,0.0,1.0,0.2586076903744659,0.0,0.0,0.01522458606692728,2,2,7.8
52,0.05842696629213484,1.0,0.0,0.610454888162855,0.125,0.0,0.1497654242623688,3,3,76.7292
53,0.05955056179775282,1.0,0.5,0.35913546117114853,0.125,0.0,0.050748620223090936,2,3,26.0
54,0.06067415730337079,0.0,0.0,0.8115104297562202,0.0,0.16666666666666666,0.1209753416358076,3,2,61.9792
55,0.06179775280898877,1.0,0.0,0.34656948982156316,0.0,0.0,0.06929138530460494,2,2,35.5
